,track_id,name,artists,pl_url,is_ref_pl,genres_concat,artists_str,popularity_artist,popularity_song,rank,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,FINAL_SIMIL_VAL
0,18FN1Kz7KMF0ujN6ID4ans,A Little More,['6eUKZXaKkcviH0Ku9w2n3V'],https://open.spotify.com/playlist/3ivSu20CWXjveS2h2qZ54K?si=2dfcf9865bbc4501,0,soft pop,6eUKZXaKkcviH0Ku9w2n3V,92,72,0,0.5224508996620222,0.5456434339366723,0.6166872359241229,0.5917434436919902,0.6123842291629829,0.6265173966078349,0.6732299446387979,0.5872503362133948,0.6353458383946589,0.6013119853081565,0.623806516854762,0.6376155117480664,0.5557201740969863,0.5438581040441829,0.6303307278036459,0.6856900861805794,0.5047396069386737,0.53555118798102,0.5888235092029912,0.6257467992048922,0.5482866288553214,0.629347496320346,0.6459182179683551,0.6122328604889258,0.9999999999999994,0.7568371853310777,0.6380131120298445,0.7363679925008555,0.6304448807700608,0.5447599466645027,0.6645579392128514,0.9999999999999994
1,3P2PvZUo61j3koI9mo3Ief,Atomic Shadow,['0kbk6RTdEZJSC6S1DojCMg'],https://open.spotify.com/playlist/47MSXsGaZvarTjtPmVxJTK?si=f9c7d058cdfa4f5e,0,indie rock,0kbk6RTdEZJSC6S1DojCMg,1,2,1,0.650456840136886,0.6822967398061615,0.6895886428280315,0.6345167237181223,0.674839544021824,0.7184507584893343,0.6487212689921239,0.6587222039798296,0.7269051093708875,0.5642106711107362,0.6197957980587601,0.5509017397023367,0.6813378340677108,0.6233501718066402,0.9999999999999987,0.7227637839473673,0.5548909533019641,0.6243755007047972,0.6194187000399745,0.7107702441749033,0.7541032088227888,0.8313957253375451,0.9426643204789651,0.6511006755501562,0.6303307278036467,0.661367813764992,0.6728496682091065,0.6530778054992433,0.6879609009339666,0.5902020157043534,0.6900468769561704,0.9999999999999987
2,28lKZhxCDxqJEPyK8G4y91,White Horses,['3btzEQD6sugImIHPMRgkwV'],https://open.spotify.com/playlist/3ivSu20CWXjveS2h2qZ54K?si=2dfcf9865bbc4501,0,indie,3btzEQD6sugImIHPMRgkwV,67,59,2,0.65240644780541,0.6874277618767998,0.6295138173716682,0.5994397665881878,0.6320138838438246,0.6608810962480272,0.6022692976899053,0.6062068075345681,0.6681548028461284,0.5881714558238325,0.6516542235072192,0.5773511270475358,0.6976981344674129,0.6308568162446928,0.942664320478967,0.7237676555720273,0.5599107459190713,0.5925859237412682,0.6040117066903772,0.6766487662075487,0.7237737150371066,0.871268566969549,0.9999999999999986,0.66108887406993,0.6459182179683551,0.6787178225431945,0.6734086344955339,0.6146236705956247,0.7365745491237695,0.6244202014276621,0.659181467458126,0.9999999999999986
3,3tAM9NRfWNkQNxluiad6Ok,Pep Talk,['4XCRTon02sz6rBuaJVfQmJ'],https://open.spotify.com/playlist/47MSXsGaZvarTjtPmVxJTK?si=f9c7d058cdfa4f5e,0,"britpop, madchester",4XCRTon02sz6rBuaJVfQmJ,3,10,3,0.5985746327471229,0.6345317866335375,0.6009882150601967,0.6298631371572184,0.6106035708233285,0.584009919994381,0.5590065317702241,0.5546552187644389,0.6100357571051073,0.5813348550927512,0.6215762922441592,0.595381934425588,0.5623359408734773,0.7577863114251312,0.6511006755501529,0.6756405105390427,0.47354431734909525,0.5494834695186341,0.5870761607743968,0.6187837223441583,0.5823711532665814,0.6195780910035161,0.66108887406993,0.9999999999999978,0.6122328604889258,0.6596306320257479,0.862533996730191,0.5792459880810878,0.6044490563172235,0.5715805313971238,0.6626505790128931,0.9999999999999978
4,5Xnkr4b6swk6BA5IinCIlU,Holy Water,"['64KEffDW9EtZ1y2vBYgq8T', '19k8AgwwTSxeaxkOuCQEJs']",https://open.spotify.com/playlist/3ivSu20CWXjveS2h2qZ54K?si=2dfcf9865bbc4501,0,edm,"19k8AgwwTSxeaxkOuCQEJs,64KEffDW9EtZ1y2vBYgq8T",84,64,4,0.5972963924889055,0.5901199966353747,0.6161300844413654,0.5674296551041796,0.6041202040337776,0.6233864756098499,0.5677935803911714,0.5713092903209248,0.6349342370211197,0.6508139214943301,0.6845495075269948,0.6320855576277404,0.6037400949860344,0.5841931766518235,0.6879609009339656,0.6569140109449441,0.5207037570663026,0.602796172229358,0.6179154783514696,0.6781116560903926,0.5846499253974242,0.663205374160802,0.7365745491237695,0.6044490563172235,0.6304448807700608,0.6720082141104332,0.5903220809412597,0.5888734388524279,0.9999999999999973,0.6995036162263022,0.5846406113011837,0.9999999999999973
5,0NRIWkmQiSoIaEs3wvoSS7,A New Day (feat. Celine Dion),"['6hyMWrxGBsOx6sWcVj1DqP', '4S9EykWXhStSc15wEx8QFK']",https://open.spotify.com/playlist/3Di88mvYplBtkDBIzGLiiM?si=6d4529e2d42846a1,0,edm,"4S9EykWXhStSc15wEx8QFK,6hyMWrxGBsOx6sWcVj1DqP",72,74,4,0.5972963924889055,0.5901199966353747,0.6161300844413654,0.5674296551041796,0.6041202040337776,0.6233864756098499,0.5677935803911714,0.5713092903209248,0.6349342370211197,0.6508139214943301,0.6845495075269948,0.6320855576277404,0.6037400949860344,0.5841931766518235,0.6879609009339656,0.6569140109449441,0.5207037570663026,0.602796172229358,0.6179154783514696,0.6781116560903926,0.5846499253974242,0.663205374160802,0.7365745491237695,0.6044490563172235,0.6304448807700608,0.6720082141104332,0.5903220809412597,0.5888734388524279,0.9999999999999973,0.6995036162263022,0.5846406113011837,0.9999999999999973
6,4DGbJMzedFZAuT40Uq4NDC,History Lesson Part 2,['2FDvUb4YgyUPpmnm1ILPra'],https://open.spotify.com/playlist/6s4HdPQQMfyAkSC2wrotE3?si=d0411b2681b5474f,0,lo-fi indie,2FDvUb4YgyUPpmnm1ILPra,43,22,5,0.5705434854732556,0.6291412768468811,0.5447217122811306,0.49242304846481844,0.5301275683422236,0.5651668979941187,0.5807235115084138,0.5379887596053415,0.5781294738160695,0.5454862747497523,0.5966956835589031,0.5316047710158437,0.6584792355172642,0.575365963982992,0.8135804397963659,0.6342864281741664,0.5133593599966221,0.4916335811534943,0.4933990765251259,0.573447563329707,0.6722414890230941,0.9591024019907157,0.8593822987860316,0.5971418858918194,0.633145245798384,0.6086280903751442,0.6116457501424659,0.5980571191055244,0.6662122902957317,0.5813952382578659,0.6127118382056568,0.9591024019907157
7,2FsJ6jZiqgbORPeIW06i1j,Take Me To The Pilot,['1N2FgBLehaq77UEdJhCt7f'],https://open.spotify.com/playlist/3ivSu20CWXjveS2h2qZ54K?si=2dfcf9865bbc4501,0,"alternative dance, britpop, madchester",1N2FgBLehaq77UEdJhCt7f,51,38,6,0.5909300599226017,0.6193732702570067,0.5621966077721665,0.6131817252081437,0.5886857216162893,0.5492369785569666,0.5356678476887254,0.5252218168701462,0.5731705509766831,0.5793676320707618,0.6400922686513124,0.6145907876795298,0.5815265061033372,0.7696487201316027,0.6445926647540382,0.639383527812676,0.4438570859443475,0.5299090663832011,0.5644496940354784,0.5874695107289108,0.5690591129967869,0.606616944875127,0.6578805849413135,0.9326118783879251,0.5848055658572592,0.6366996821029224,0.8457168295117123,0.551796398540935,0.6087933930665016,0.5956456507712634,0.6315550388536959,0.9326118783879251
8,77lH3OqctUIel7LeanFtrj,Do Ya?,"['55gT3xfTn646USEB4zacVT', '1q390hgqKsikr12ckHjlt3']",https://open.spotify.com/playlist/2ixwcMhkBf6t5f94IFjoun?si=0a75bd430a3b47ca,0,riot grrrl,"1q390hgqKsikr12ckHjlt3,55gT3xfTn646USEB4zacVT",3,7,7,0.636535766463152,0.9218730813545484,0.530142757255141,0.544063434020241,0.5400735391582091,0.5483773400910996,0.46890901170500865,0.4936398326051047,0.5399139054125991,0.4974895523471827,0.5238963327276599,0.5199483972793991,0.5324679240998236,0.5609826922161424,0.6497374868914866,0.688187482621654,0.47182608423290323,0.544429754678695,0.5604604619095157,0.5950002450588325,0.5446578029349967,0.6016750203109568,0.6539046017403211,0.5820052401175027,0.5206636783305203,0.5687556370979803,0.5959234208496227,0.48744118314924506,0.5542000098906215,0.4566218148447806,0.5214928876357265,0.9218730813545484
9,6h7FQwhAwloFG7hFmhN2iz,Block Him!,['35uo3c7dCy6mAD2nUy6U6Q'],https://open.spotify.com/playlist/2ixwcMhkBf6t5f94IFjoun?si=0a75bd430a3b47ca,0,riot grrrl,35uo3c7dCy6mAD2nUy6U6Q,2,11,7,0.636535766463152,0.9218730813545484,0.530142757255141,0.544063434020241,0.5400735391582091,0.5483773400910996,0.46890901170500865,0.4936398326051047,0.5399139054125991,0.4974895523471827,0.5238963327276599,0.5199483972793991,0.5324679240998236,0.5609826922161424,0.6497374868914866,0.688187482621654,0.47182608423290323,0.544429754678695,0.5604604619095157,0.5950002450588325,0.5446578029349967,0.6016750203109568,0.6539046017403211,0.5820052401175027,0.5206636783305203,0.5687556370979803,0.5959234208496227,0.48744118314924506,0.5542000098906215,0.4566218148447806,0.5214928876357265,0.9218730813545484
